transaction_id,customer_id,amount,status,failure_reason,attempt_count,previous_success_rate,days_since_last_payment,payment_method,customer_type,timestamp,recovery_status
TX10071,CUST836,27516.01,SUCCESS,NONE,1,0.86,59,DEBIT_CARD,NEW,07-04-2026 19:29,NOT_REQUIRED
TX10072,CUST633,9355.74,FAILED,INSUFFICIENT_FUNDS,2,0.74,38,DEBIT_CARD,NEW,15-04-2026 04:03,PENDING
TX10073,CUST233,45016.07,SUCCESS,NONE,2,0.77,35,DEBIT_CARD,RETURNING,03-01-2026 13:33,NOT_REQUIRED
TX10074,CUST405,20792.46,SUCCESS,NONE,3,0.56,8,DEBIT_CARD,NEW,06-01-2026 10:14,NOT_REQUIRED
TX10075,CUST331,17421.63,SUCCESS,NONE,2,0.91,31,UPI,RETURNING,17-01-2026 19:51,NOT_REQUIRED
TX10076,CUST335,28639.98,SUCCESS,NONE,3,0.65,9,NET_BANKING,NEW,27-05-2026 18:05,NOT_REQUIRED
TX10077,CUST254,27065.75,SUCCESS,NONE,3,0.47,55,DEBIT_CARD,RETURNING,07-03-2026 00:52,NOT_REQUIRED
TX10078,CUST216,38781.75,SUCCESS,NONE,1,0.97,35,CREDIT_CARD,NEW,12-07-2026 05:30,NOT_REQUIRED
TX10079,CUST991,46266.62,SUCCESS,NONE,2,0.6,58,DEBIT_CARD,NEW,14-07-2026 09:17,NOT_REQUIRED
TX10080,CUST502,43532.35,SUCCESS,NONE,1,0.49,30,DEBIT_CARD,NEW,24-01-2026 05:37,NOT_REQUIRED
TX10081,CUST641,32222.27,FAILED,CARD_EXPIRED,2,0.57,36,CREDIT_CARD,RETURNING,22-04-2026 23:23,PENDING
TX10082,CUST355,49911.38,SUCCESS,NONE,2,0.64,13,UPI,NEW,03-08-2026 07:14,NOT_REQUIRED
TX10083,CUST181,27358.17,SUCCESS,NONE,3,0.45,11,DEBIT_CARD,RETURNING,20-03-2026 23:33,NOT_REQUIRED
TX10084,CUST623,8581.25,SUCCESS,NONE,3,0.97,40,UPI,NEW,05-07-2026 19:45,NOT_REQUIRED
TX10085,CUST614,13836.72,FAILED,UNKNOWN,2,0.96,8,NET_BANKING,NEW,04-06-2026 18:21,PENDING
TX10086,CUST832,5822.43,SUCCESS,NONE,3,0.52,35,WALLET,NEW,16-02-2026 01:10,NOT_REQUIRED
TX10087,CUST880,31557.52,SUCCESS,NONE,3,0.69,4,WALLET,RETURNING,09-06-2026 13:38,NOT_REQUIRED
TX10088,CUST873,30364.04,ABANDONED,UNKNOWN,1,0.78,5,DEBIT_CARD,RETURNING,19-04-2026 01:26,PENDING
TX10089,CUST641,46190.29,SUCCESS,NONE,1,0.5,42,WALLET,NEW,24-06-2026 16:29,NOT_REQUIRED
TX10090,CUST256,33068.79,SUCCESS,NONE,3,0.71,48,UPI,RETURNING,25-02-2026 11:16,NOT_REQUIRED
TX10091,CUST460,45462.43,SUCCESS,NONE,3,0.92,34,UPI,NEW,04-03-2026 20:01,NOT_REQUIRED
TX10092,CUST706,14691.8,FAILED,LIMIT_EXCEEDED,3,0.77,52,CREDIT_CARD,RETURNING,20-03-2026 09:41,PENDING
TX10093,CUST443,21899.62,FAILED,INSUFFICIENT_FUNDS,2,0.99,0,UPI,RETURNING,04-08-2026 01:58,PENDING
TX10094,CUST698,40819.87,SUCCESS,NONE,2,0.4,13,CREDIT_CARD,RETURNING,11-08-2026 13:07,NOT_REQUIRED
TX10095,CUST819,29778.4,SUCCESS,NONE,2,0.82,19,CREDIT_CARD,RETURNING,28-02-2026 09:57,NOT_REQUIRED
TX10096,CUST822,44149.59,SUCCESS,NONE,3,0.79,23,WALLET,NEW,04-07-2026 18:17,NOT_REQUIRED
TX10097,CUST849,5470.07,SUCCESS,NONE,1,0.8,20,CREDIT_CARD,NEW,19-06-2026 13:31,NOT_REQUIRED
TX10098,CUST152,4738.29,FAILED,UNKNOWN,3,0.69,41,UPI,RETURNING,03-01-2026 10:39,PENDING
TX10099,CUST496,35712.77,SUCCESS,NONE,3,0.75,38,NET_BANKING,NEW,09-02-2026 01:50,NOT_REQUIRED
TX10100,CUST745,36435,SUCCESS,NONE,2,0.95,3,DEBIT_CARD,NEW,19-08-2026 02:37,NOT_REQUIRED
TX10101,CUST833,47360.23,SUCCESS,NONE,1,0.83,20,WALLET,NEW,03-04-2026 18:30,NOT_REQUIRED
TX10102,CUST603,33993.5,ABANDONED,UNKNOWN,2,0.62,47,NET_BANKING,RETURNING,11-03-2026 05:23,PENDING
TX10103,CUST226,34925.37,SUCCESS,NONE,3,0.44,16,WALLET,NEW,23-05-2026 09:44,NOT_REQUIRED
TX10104,CUST183,31409.34,SUCCESS,NONE,1,0.82,27,DEBIT_CARD,NEW,04-01-2026 13:02,NOT_REQUIRED
TX10105,CUST708,8107.21,ABANDONED,UNKNOWN,2,0.71,56,NET_BANKING,NEW,27-02-2026 17:35,PENDING
TX10106,CUST395,33124.93,ABANDONED,UNKNOWN,1,0.59,58,DEBIT_CARD,RETURNING,16-06-2026 06:45,PENDING
TX10107,CUST793,195.12,FAILED,BANK_DECLINE,2,0.67,53,UPI,NEW,10-06-2026 23:46,PENDING
TX10108,CUST504,25208.27,FAILED,INSUFFICIENT_FUNDS,3,0.61,58,UPI,NEW,29-04-2026 16:10,PENDING
TX10109,CUST506,23954.3,ABANDONED,UNKNOWN,3,0.42,9,CREDIT_CARD,RETURNING,06-04-2026 04:50,PENDING
TX10110,CUST948,11702.87,SUCCESS,NONE,1,0.77,50,NET_BANKING,NEW,23-06-2026 21:05,NOT_REQUIRED
TX10111,CUST724,12673.12,SUCCESS,NONE,3,0.8,59,WALLET,RETURNING,10-06-2026 03:47,NOT_REQUIRED
TX10112,CUST417,31319.93,SUCCESS,NONE,3,0.58,31,DEBIT_CARD,RETURNING,26-03-2026 21:53,NOT_REQUIRED
TX10113,CUST592,14751.47,FAILED,UNKNOWN,1,0.62,10,NET_BANKING,RETURNING,29-06-2026 20:51,PENDING
TX10114,CUST139,30849.14,SUCCESS,NONE,3,0.6,12,UPI,NEW,14-07-2026 12:58,NOT_REQUIRED
TX10115,CUST740,9602.58,SUCCESS,NONE,1,0.47,12,WALLET,NEW,12-02-2026 22:34,NOT_REQUIRED
TX10116,CUST724,43436.07,ABANDONED,UNKNOWN,1,0.64,29,UPI,NEW,07-03-2026 02:09,PENDING
TX10117,CUST764,39421.05,SUCCESS,NONE,3,0.78,52,WALLET,NEW,02-06-2026 01:00,NOT_REQUIRED
TX10118,CUST580,31007.43,SUCCESS,NONE,1,0.84,41,UPI,RETURNING,18-06-2026 23:24,NOT_REQUIRED
TX10119,CUST217,36922.98,ABANDONED,UNKNOWN,3,0.65,27,UPI,NEW,17-05-2026 04:32,PENDING
TX10120,CUST214,38133.02,SUCCESS,NONE,3,0.85,9,DEBIT_CARD,RETURNING,16-07-2026 23:23,NOT_REQUIRED
TX10121,CUST336,29583.75,ABANDONED,UNKNOWN,1,0.79,16,WALLET,NEW,31-05-2026 23:55,PENDING
TX10122,CUST784,34170.44,FAILED,UNKNOWN,2,0.59,15,NET_BANKING,NEW,12-01-2026 07:43,PENDING
TX10123,CUST320,31032.79,FAILED,INSUFFICIENT_FUNDS,1,0.95,19,UPI,RETURNING,27-07-2026 02:49,PENDING
TX10124,CUST862,5089.3,FAILED,NETWORK_ERROR,1,0.52,52,DEBIT_CARD,RETURNING,26-01-2026 08:06,PENDING
TX10125,CUST490,16200.11,SUCCESS,NONE,3,0.59,51,NET_BANKING,NEW,19-02-2026 20:20,NOT_REQUIRED
TX10126,CUST856,19597.59,SUCCESS,NONE,1,0.67,59,CREDIT_CARD,RETURNING,22-03-2026 00:54,NOT_REQUIRED
TX10127,CUST422,49030.16,FAILED,UNKNOWN,1,0.92,41,WALLET,NEW,20-05-2026 09:57,PENDING
TX10128,CUST238,39619.61,SUCCESS,NONE,3,0.89,42,CREDIT_CARD,NEW,11-02-2026 16:08,NOT_REQUIRED
TX10129,CUST764,34983.68,SUCCESS,NONE,1,0.55,47,WALLET,RETURNING,08-03-2026 08:33,NOT_REQUIRED
TX10130,CUST899,22097.53,SUCCESS,NONE,2,0.8,32,CREDIT_CARD,NEW,02-08-2026 13:32,NOT_REQUIRED
TX10131,CUST538,31816.86,SUCCESS,NONE,3,0.66,33,DEBIT_CARD,RETURNING,27-07-2026 00:52,NOT_REQUIRED
TX10132,CUST189,37779.96,FAILED,BANK_DECLINE,2,0.98,59,UPI,RETURNING,05-05-2026 17:16,PENDING
TX10133,CUST302,1522.13,SUCCESS,NONE,1,0.5,42,WALLET,NEW,04-01-2026 07:52,NOT_REQUIRED
TX10134,CUST221,20889.26,ABANDONED,UNKNOWN,3,0.9,34,UPI,NEW,11-06-2026 06:53,PENDING
TX10135,CUST664,3832.24,ABANDONED,UNKNOWN,3,0.52,44,NET_BANKING,NEW,17-01-2026 16:54,PENDING
TX10136,CUST470,39398.94,FAILED,BANK_DECLINE,3,0.4,50,WALLET,RETURNING,24-01-2026 01:41,PENDING
TX10137,CUST969,12799.3,SUCCESS,NONE,3,0.62,41,UPI,RETURNING,18-05-2026 13:32,NOT_REQUIRED
TX10138,CUST296,34471,SUCCESS,NONE,2,0.63,4,DEBIT_CARD,NEW,19-03-2026 01:50,NOT_REQUIRED
TX10139,CUST756,38680.89,SUCCESS,NONE,3,0.54,16,NET_BANKING,RETURNING,18-01-2026 22:07,NOT_REQUIRED
TX10140,CUST213,17074.79,FAILED,BANK_DECLINE,1,0.53,45,DEBIT_CARD,NEW,29-06-2026 06:50,PENDING
TX10141,CUST589,20339.84,SUCCESS,NONE,2,0.97,11,DEBIT_CARD,RETURNING,03-07-2026 15:42,NOT_REQUIRED
TX10142,CUST239,48638.8,SUCCESS,NONE,3,0.79,36,NET_BANKING,NEW,14-06-2026 16:15,NOT_REQUIRED
TX10143,CUST396,33874.14,SUCCESS,NONE,2,0.52,49,NET_BANKING,NEW,22-03-2026 06:23,NOT_REQUIRED
TX10144,CUST911,34263.08,SUCCESS,NONE,3,0.55,28,NET_BANKING,RETURNING,18-06-2026 23:01,NOT_REQUIRED
TX10145,CUST557,39479.08,FAILED,BANK_DECLINE,3,0.97,35,CREDIT_CARD,RETURNING,01-04-2026 21:32,PENDING
TX10146,CUST505,15637.12,FAILED,INSUFFICIENT_FUNDS,1,0.66,10,CREDIT_CARD,NEW,18-05-2026 03:45,PENDING
TX10147,CUST825,32126.08,FAILED,NETWORK_ERROR,1,0.64,50,UPI,RETURNING,27-07-2026 14:17,PENDING
TX10148,CUST765,38881.63,SUCCESS,NONE,3,0.45,59,UPI,RETURNING,28-01-2026 13:00,NOT_REQUIRED
TX10149,CUST843,35595.4,SUCCESS,NONE,2,0.64,36,DEBIT_CARD,NEW,03-04-2026 13:59,NOT_REQUIRED
TX10150,CUST506,19419.48,SUCCESS,NONE,3,0.68,36,NET_BANKING,RETURNING,28-05-2026 00:30,NOT_REQUIRED
TX10151,CUST372,552.15,SUCCESS,NONE,3,0.58,3,NET_BANKING,RETURNING,10-07-2026 20:20,NOT_REQUIRED
TX10152,CUST258,45942.85,SUCCESS,NONE,1,0.64,33,NET_BANKING,NEW,25-04-2026 11:47,NOT_REQUIRED
TX10153,CUST571,4524.46,SUCCESS,NONE,3,0.66,4,NET_BANKING,RETURNING,14-04-2026 16:20,NOT_REQUIRED
TX10154,CUST479,36560.3,SUCCESS,NONE,1,0.52,27,CREDIT_CARD,RETURNING,18-06-2026 03:36,NOT_REQUIRED
TX10155,CUST185,38175.32,SUCCESS,NONE,1,0.87,19,NET_BANKING,NEW,16-04-2026 15:51,NOT_REQUIRED
TX10156,CUST836,14977.05,SUCCESS,NONE,2,0.73,52,DEBIT_CARD,RETURNING,23-07-2026 03:07,NOT_REQUIRED
TX10157,CUST845,4884.58,FAILED,CARD_EXPIRED,1,0.68,27,WALLET,RETURNING,02-02-2026 06:30,PENDING
TX10158,CUST462,28696.87,SUCCESS,NONE,3,0.43,58,UPI,NEW,15-06-2026 14:18,NOT_REQUIRED
TX10159,CUST274,4788.44,FAILED,INSUFFICIENT_FUNDS,2,0.76,18,UPI,RETURNING,01-06-2026 05:15,PENDING
TX10160,CUST691,16224.75,SUCCESS,NONE,2,0.72,56,NET_BANKING,NEW,11-05-2026 13:11,NOT_REQUIRED
TX10161,CUST182,37156.02,SUCCESS,NONE,2,0.49,14,UPI,RETURNING,06-01-2026 13:56,NOT_REQUIRED
TX10162,CUST866,13688.92,FAILED,NETWORK_ERROR,3,0.57,52,UPI,NEW,28-01-2026 03:48,PENDING
TX10163,CUST742,7102.5,ABANDONED,UNKNOWN,2,0.44,7,UPI,NEW,23-02-2026 19:59,PENDING
TX10164,CUST867,4336.14,SUCCESS,NONE,2,0.97,30,WALLET,NEW,06-01-2026 15:12,NOT_REQUIRED
TX10165,CUST102,36054.98,FAILED,CARD_EXPIRED,2,0.97,19,CREDIT_CARD,RETURNING,27-03-2026 22:53,PENDING
TX10166,CUST411,47332.4,SUCCESS,NONE,2,0.5,59,UPI,NEW,07-05-2026 12:34,NOT_REQUIRED
TX10167,CUST888,11922.24,SUCCESS,NONE,1,0.82,55,NET_BANKING,NEW,25-02-2026 22:16,NOT_REQUIRED
TX10168,CUST956,19999,ABANDONED,UNKNOWN,1,0.9,4,UPI,RETURNING,14-07-2026 14:18,PENDING
TX10169,CUST394,29182.85,FAILED,NETWORK_ERROR,1,0.72,52,DEBIT_CARD,RETURNING,16-01-2026 02:32,PENDING
TX10170,CUST816,12720.66,FAILED,LIMIT_EXCEEDED,2,0.69,2,UPI,RETURNING,28-06-2026 08:50,PENDING
TX10171,CUST206,17410.03,SUCCESS,NONE,3,0.97,3,NET_BANKING,NEW,11-07-2026 12:16,NOT_REQUIRED
TX10172,CUST880,15274.05,SUCCESS,NONE,1,0.69,29,UPI,NEW,27-02-2026 07:17,NOT_REQUIRED
TX10173,CUST229,32082.59,SUCCESS,NONE,3,0.56,31,UPI,RETURNING,15-04-2026 23:54,NOT_REQUIRED
TX10174,CUST259,32412.74,SUCCESS,NONE,2,0.45,29,DEBIT_CARD,NEW,19-04-2026 14:16,NOT_REQUIRED
TX10175,CUST123,2258.87,FAILED,INSUFFICIENT_FUNDS,3,0.56,38,CREDIT_CARD,NEW,28-02-2026 02:01,PENDING
TX10176,CUST794,36783.38,FAILED,NETWORK_ERROR,3,0.8,57,CREDIT_CARD,NEW,06-06-2026 12:46,PENDING
TX10177,CUST937,14191.28,SUCCESS,NONE,3,0.64,40,DEBIT_CARD,NEW,24-04-2026 15:00,NOT_REQUIRED
TX10178,CUST572,32053.19,FAILED,UNKNOWN,2,0.88,25,CREDIT_CARD,RETURNING,29-04-2026 15:07,PENDING
TX10179,CUST636,18081.51,SUCCESS,NONE,2,0.63,17,NET_BANKING,NEW,29-05-2026 07:29,NOT_REQUIRED
TX10180,CUST572,46833.84,SUCCESS,NONE,2,0.58,55,NET_BANKING,NEW,22-03-2026 12:47,NOT_REQUIRED
TX10181,CUST925,29651.75,SUCCESS,NONE,2,0.93,47,CREDIT_CARD,NEW,02-06-2026 17:48,NOT_REQUIRED
TX10182,CUST149,35494.57,SUCCESS,NONE,1,0.4,7,UPI,NEW,20-03-2026 01:13,NOT_REQUIRED
TX10183,CUST227,35985.35,ABANDONED,UNKNOWN,3,0.59,32,DEBIT_CARD,NEW,05-01-2026 07:05,PENDING
TX10184,CUST594,6769.07,SUCCESS,NONE,2,0.5,11,UPI,NEW,22-03-2026 10:33,NOT_REQUIRED
TX10185,CUST900,38214.33,SUCCESS,NONE,2,0.94,30,DEBIT_CARD,RETURNING,08-04-2026 04:34,NOT_REQUIRED
TX10186,CUST481,37362.86,SUCCESS,NONE,2,0.43,28,WALLET,RETURNING,22-02-2026 09:42,NOT_REQUIRED
TX10187,CUST291,28909.01,FAILED,UNKNOWN,1,0.64,59,WALLET,NEW,31-03-2026 23:37,PENDING
TX10188,CUST771,43850.94,SUCCESS,NONE,1,0.84,43,CREDIT_CARD,NEW,25-04-2026 06:52,NOT_REQUIRED
TX10189,CUST620,45728.38,SUCCESS,NONE,1,0.44,5,DEBIT_CARD,RETURNING,20-02-2026 18:19,NOT_REQUIRED
TX10190,CUST273,35260.74,SUCCESS,NONE,2,0.43,8,UPI,RETURNING,13-08-2026 07:50,NOT_REQUIRED
TX10191,CUST767,28781.29,FAILED,CARD_EXPIRED,3,0.95,2,UPI,NEW,13-06-2026 16:42,PENDING
TX10192,CUST992,24235.54,SUCCESS,NONE,2,0.84,3,UPI,NEW,12-07-2026 08:55,NOT_REQUIRED
TX10193,CUST140,39618.07,SUCCESS,NONE,2,0.62,5,NET_BANKING,RETURNING,21-04-2026 06:40,NOT_REQUIRED
TX10194,CUST337,1834.16,FAILED,NETWORK_ERROR,1,0.95,9,CREDIT_CARD,NEW,10-03-2026 21:49,PENDING
TX10195,CUST725,1580.28,FAILED,UNKNOWN,3,0.46,22,DEBIT_CARD,RETURNING,14-06-2026 04:39,PENDING
TX10196,CUST156,33825.07,SUCCESS,NONE,2,0.88,18,UPI,RETURNING,11-04-2026 05:39,NOT_REQUIRED
TX10197,CUST452,30746.89,SUCCESS,NONE,1,0.71,15,NET_BANKING,RETURNING,25-03-2026 05:29,NOT_REQUIRED
TX10198,CUST179,24271.59,SUCCESS,NONE,3,0.63,8,WALLET,NEW,09-06-2026 15:19,NOT_REQUIRED
TX10199,CUST223,21961.76,FAILED,CARD_EXPIRED,3,0.71,51,WALLET,RETURNING,14-02-2026 04:08,PENDING
TX10200,CUST822,33031.82,ABANDONED,UNKNOWN,3,0.89,4,WALLET,RETURNING,05-05-2026 18:01,PENDING
TX10201,CUST129,4839.21,ABANDONED,UNKNOWN,1,0.69,6,DEBIT_CARD,RETURNING,15-01-2026 15:28,PENDING
TX10202,CUST430,15213.62,SUCCESS,NONE,1,0.9,53,CREDIT_CARD,RETURNING,23-01-2026 11:06,NOT_REQUIRED
TX10203,CUST717,27308.34,ABANDONED,UNKNOWN,1,0.85,22,WALLET,RETURNING,16-08-2026 16:17,PENDING
TX10204,CUST926,13371.39,FAILED,INSUFFICIENT_FUNDS,2,0.42,38,DEBIT_CARD,NEW,11-06-2026 22:48,PENDING
